YRESID,CCODE,PWEIGHT_1,PRETEST,YIMODE,YQ8,YQ9_a,YQ9_b,YQ9_c,YQ9_d,YQ10_a,YQ10_b,YQ10_c,YQ10_d,YQ10_e,YQ10_f,YQ10_g,YQ10_h,YQ10_i,YQ14a_1,YQ14a_2,YQ14a_3,YQ14a_4,YQ14a_5,YQ14a_6,YQ14a_7,YQ14a_8,YQ14a_9,YQ14a_10,YQ14b,YQ21_c,YQ21_f,YQ28_mother,YQ28_father,YQ28a_0,YQ28a_1,YQ28a_2,YQ28a_3,YQ28a_4,YQ28a_5,YQ28a_6,YQ28a_7,YQ28a_8,YQ28d,YQ42,YQCONTACT,PMCORD,PMIMODE,PMQ10,PMQ11_a,PMQ11_b,PMQ11_c,PMQ11_d,PMQ18_c,PMQ18_f,PFCORD,PFIMODE,PFQ10,PFQ11_a,PFQ11_b,PFQ11_c,PFQ11_d,PFQ18_c,PFQ18_f
10400093,1040,0.33271578238853,,1,3,4,3,,2,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,4,2,2,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
10400094,1040,0.687233125419682,,1,3,4,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400095,1040,1.27919595136542,,1,3,2,1,4,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,4,3,2,2,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400096,1040,0.748676639113965,,1,3,4,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,1,1,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,
10400097,1040,3.76925189502261,,1,3,4,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400098,1040,1.41538610459121,,1,1,1,2,,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
10400099,1040,1.61707844951273,,1,4,4,4,4,4,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400100,1040,1.85332494616988,,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,0,1,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
10400101,1040,0.724107183384014,,1,3,3,2,4,3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,3,4,1,,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
10400102,1040,2.62450043948398,,1,2,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,1,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
10400103,1040,1.47876497973188,,1,2,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4,2,3,,1,0,0,0,0,0,0,0,0,1,,1,2,,,,,,,,,,,,,,,,,,
10400104,1040,0.33271578238853,,1,3,4,4,4,4,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,3,1,1,0,1,0,0,0,0,0,0,0,,2,1,,,,,,,,,,1,2,4,4,4,4,2,1,4
10400105,1040,1.63407701821113,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
10400106,1040,0.541666672206577,,1,3,2,1,,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4,4,3,1,1,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
10400107,1040,0.748676639113965,,1,1,4,4,4,4,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,3,2,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400108,1040,1.4263595655133,,1,3,4,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,4,3,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400109,1040,2.43999543737578,,1,3,4,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400110,1040,2.52780916697042,,1,3,4,4,4,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400111,1040,1.55419148941977,,1,1,3,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
10400112,1040,1.03964017195013,,1,4,,1,1,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,4,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400113,1040,,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400114,1040,1.41538610459121,,1,2,4,2,,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4,1,2,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
10400115,1040,1.63407701821113,,1,3,4,4,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,3,1,1,0,1,0,0,0,1,0,0,0,,1,1,,,,,,,,,,1,2,4,4,4,4,4,3,3
10400116,1040,1.27919595136542,,1,3,4,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400117,1040,1.18121511462432,,1,3,4,3,,3,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,4,4,1,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
10400118,1040,0.559148892281951,,1,3,3,4,4,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,4,4,1,1,1,0,1,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
10400119,1040,1.18121511462432,,1,1,4,1,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,1,1,0,0,1,0,1,0,0,0,0,2,1,1,1,2,3,4,4,4,4,4,1,,,,,,,,,
10400120,1040,1.19385040319215,,1,4,4,4,4,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,4,3,1,1,0,0,1,1,0,0,1,0,0,2,1,2,,,,,,,,,,,,,,,,,,
10400121,1040,1.8776432126286,,1,3,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400122,1040,1.4263595655133,,1,2,4,1,,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400123,1040,,,1,2,4,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,1,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
10400124,1040,2.01872371735457,,1,2,4,4,4,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,4,4,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400125,1040,0.33271578238853,,1,2,1,2,,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,3,3,3,1,1,0,0,1,0,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
10400126,1040,0.559148892281951,,1,3,3,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
10400127,1040,0.601362427208643,,1,2,2,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,3,3,2,1,1,0,0,1,1,1,0,0,0,0,1,2,1,1,2,2,4,4,4,4,2,3,,,,,,,,,
10400128,1040,1.8776432126286,,1,4,4,2,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,1,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
10400129,1040,3.45823945207056,,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400130,1040,0.724107183384014,,1,3,2,2,1,4,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,1,1,0,0,1,1,1,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,,
10400131,1040,1.54400872414773,,1,3,4,4,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400132,1040,,,1,3,4,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,0,0,0,0,,1,1,1,2,1,4,4,4,2,1,4,,,,,,,,,
10400133,1040,1.8776432126286,,1,3,4,4,4,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,4,4,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400134,1040,1.27919595136542,,1,3,4,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400135,1040,3.76925189502261,,1,3,4,4,3,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400136,1040,1.19385040319215,,1,3,3,3,,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
10400137,1040,0.724107183384014,,1,2,2,1,1,,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,0,0,1,1,1,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,,
10400138,1040,0.541666672206577,,1,3,3,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,1,1,1,0,0,0,0,2,1,1,1,2,3,4,3,4,2,2,2,,,,,,,,,
10400139,1040,1.09225784452674,,1,3,4,4,,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,4,4,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
10400140,1040,1.26091058403423,,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,,,0,1,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,
10400141,1040,1.15725009911084,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400142,1040,1.77208222452654,,1,3,4,4,,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
10400143,1040,0.559148892281951,,1,2,,4,,2,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,4,4,1,1,1,0,0,1,1,1,0,0,0,1,1,2,1,2,2,3,4,4,4,1,1,1,,,,,,,,,
10400144,1040,1.29488531229169,,1,2,3,2,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,3,2,4,1,,1,0,0,0,0,0,0,0,0,,1,1,1,2,3,4,4,4,4,4,3,,,,,,,,,
10400145,1040,0.688793770637568,,1,2,2,2,,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
10400146,1040,0.33271578238853,,1,3,4,2,,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,,2,1,1,2,3,4,2,4,1,1,4,,,,,,,,,
10400147,1040,1.20733635075745,,1,2,3,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,1,4,1,1,0,1,1,1,1,1,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
10400148,1040,1.03964017195013,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
10400149,1040,0.33271578238853,,1,2,4,2,3,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400150,1040,1.94861727677943,,1,3,4,3,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400151,1040,0.617896937799879,,1,3,3,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,2,4,1,1,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
10400152,1040,1.15725009911084,,1,3,4,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400153,1040,0.648709743173184,,1,3,3,3,,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
10400154,1040,0.574167427178771,,1,3,4,4,3,2,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,3,1,1,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
10400155,1040,1.27919595136542,,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400156,1040,,,1,4,4,4,4,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,1,1,0,0,0,0,2,1,1,1,2,3,4,4,4,3,3,2,,,,,,,,,
10400157,1040,1.63407701821113,,1,2,3,2,2,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,2,4,1,1,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,
10400158,1040,1.66201167711692,,1,4,4,4,4,4,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4,1,1,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400159,1040,1.39380962484221,,1,4,4,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,
10400160,1040,1.39380962484221,,1,3,4,2,3,2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,9,1,4,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400161,1040,1.66201167711692,,1,3,4,4,3,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400162,1040,1.94861727677943,,1,2,4,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,4,2,4,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400163,1040,1.85332494616988,,1,2,4,4,,4,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,
10400164,1040,1.66201167711692,,1,2,4,2,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,4,2,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400165,1040,0.91166698998518,,1,2,3,1,3,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,1,1,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,
10400166,1040,1.39380962484221,,1,2,4,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400167,1040,0.574167427178771,,1,2,4,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,1,1,0,0,1,0,1,0,0,0,0,2,2,1,1,2,3,4,4,4,2,3,2,,,,,,,,,
10400168,1040,1.63407701821113,,1,3,4,4,1,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
10400169,1040,1.54400872414773,,1,2,4,2,2,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400170,1040,1.29488531229169,,1,3,4,4,,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,0,1,1,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
10400171,1040,1.18121511462432,,1,3,4,4,,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,7,3,2,1,1,0,0,1,1,1,0,1,0,0,2,1,1,1,2,4,4,2,4,4,4,2,,,,,,,,,
10400172,1040,1.85332494616988,,1,4,4,4,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400173,1040,,,1,2,4,3,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400174,1040,1.39380962484221,,1,1,3,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400175,1040,1.00766353183693,,1,2,,,,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,2,3,1,1,0,0,0,0,0,0,0,0,1,,1,2,,,,,,,,,,,,,,,,,,
10400176,1040,1.00766353183693,,1,3,4,4,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400177,1040,1.8776432126286,,1,3,4,4,3,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400178,1040,3.85989864618922,,1,3,2,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,9,2,3,3,3,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400179,1040,1.85332494616988,,1,3,1,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400180,1040,1.29488531229169,,1,2,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,1,2,3,4,2,4,2,4,2,,,,,,,,,
10400181,1040,1.64234207281253,,1,3,4,3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400182,1040,1.8776432126286,,1,3,3,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,1,0,0,0,1,0,0,0,,2,1,1,2,3,4,4,4,3,3,1,,,,,,,,,
10400183,1040,0.906202003488976,,1,3,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8,4,3,1,,0,1,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
10400184,1040,1.18121511462432,,1,2,4,4,4,4,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,4,2,4,1,1,0,0,1,1,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
10400185,1040,1.39380962484221,,1,2,4,3,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400186,1040,1.63407701821113,,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,
10400187,1040,1.57823589330571,,1,3,4,4,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400188,1040,1.74466481724888,,1,2,2,2,2,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,,2,0,0,0,0,0,0,1,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400189,1040,1.66201167711692,,1,3,4,2,,3,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,4,2,4,1,1,0,1,1,0,0,0,0,0,1,2,1,2,,,,,,,,,,,,,,,,,,
10400190,1040,1.15725009911084,,1,2,4,,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,3,1,1,0,0,1,1,0,0,0,0,0,1,2,1,2,2,3,3,2,2,2,3,3,,,,,,,,,
10400191,1040,1.8776432126286,,1,2,3,1,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,2,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400192,1040,1.94861727677943,,1,2,4,3,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,4,4,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400193,1040,1.01237885588157,,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400194,1040,0.724107183384014,,1,2,3,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,4,3,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400195,1040,2.09591757965718,,1,1,4,2,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,
10400196,1040,0.724107183384014,,1,2,3,1,3,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4,2,2,1,1,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
10400197,1040,1.03964017195013,,1,2,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,2,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
10400198,1040,1.31180753802382,,1,3,4,2,4,2,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,9,3,3,1,1,0,1,0,0,0,1,0,0,0,,2,1,1,2,4,4,4,4,4,3,4,,,,,,,,,
10400199,1040,1.54400872414773,,1,2,4,2,3,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,4,3,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400200,1040,1.50651154294798,,1,3,2,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,3,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400201,1040,0.936207847490551,,1,2,4,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,7,2,4,1,1,0,1,1,1,1,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
10400202,1040,1.00766353183693,,1,3,3,3,2,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,
10400203,1040,0.33271578238853,,1,3,3,3,,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,2,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
10400204,1040,,,1,3,3,2,,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,0,0,1,0,1,0,,2,2,,,,,,,,,,,,,,,,,,
10400205,1040,1.54400872414773,,1,1,2,2,1,4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
10400206,1040,1.26091058403423,,1,2,3,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,
